"QP1" "QP2" "QP3" "QP4" "QU1" "QU2" "QU3" "QU4"
"coi" 0 0.0195198126097989 0.0195809672997846 0 0 0.0201126307320998 0.0431965442764579 0.0333333333333333
"cominciare" 0.0155183116076971 0.0390396252195979 0.0391619345995692 0.0184229918938836 0 0.0201126307320998 0.0143988480921526 0
"comuni" 0 0 0 0 0 0.0402252614641995 0.0863930885529158 0
"comunisti" 0.0620732464307883 0.0195198126097989 0.0195809672997846 0.0184229918938836 0 0.0201126307320998 0 0
"conseguenze" 0.0465549348230912 0 0 0 0.0479692996482251 0 0.0143988480921526 0.0166666666666667
"continua" 0 0 0.0391619345995692 0.0552689756816507 0.0159897665494084 0 0.0143988480921526 0.0166666666666667
"corrente" 0.0310366232153942 0.0975990630489947 0.0195809672997846 0 0 0 0 0
"credo" 0.0155183116076971 0.0390396252195979 0 0.0552689756816507 0.0159897665494084 0.0201126307320998 0 0
"dà" 0 0.0195198126097989 0.0587429018993538 0 0.0319795330988168 0 0.0287976961843053 0
"debito" 0 0.0975990630489947 0.0195809672997846 0 0 0.0201126307320998 0.0143988480921526 0
"delitto" 0.0465549348230912 0.0585594378293968 0 0 0 0.0201126307320998 0 0.0166666666666667
"diversa" 0.0931098696461825 0 0.0195809672997846 0 0 0 0 0.0166666666666667
"dovuto" 0.0155183116076971 0.0390396252195979 0.0391619345995692 0 0 0.0402252614641995 0.0143988480921526 0
"einaudi" 0.0155183116076971 0.0390396252195979 0.0587429018993538 0.0184229918938836 0.0159897665494084 0 0 0
"fede" 0.0155183116076971 0 0 0 0 0.0201126307320998 0 0.1
"fortuna" 0 0 0.0391619345995692 0 0.0159897665494084 0.0402252614641995 0.0287976961843053 0.0166666666666667
"francesi" 0.10862818125388 0 0 0 0.0159897665494084 0 0 0
"francia" 0.10862818125388 0.0195198126097989 0 0 0 0 0 0
"garzanti" 0.0155183116076971 0 0.0979048364989231 0.0184229918938836 0.0159897665494084 0 0 0
"ghiotto" 0 0 0 0 0 0 0.115190784737221 0
"gioco" 0 0 0 0 0 0.0402252614641995 0.0287976961843053 0.0666666666666667
"giornale" 0.0310366232153942 0 0 0 0.0639590661976335 0 0.0143988480921526 0.0166666666666667
"gran" 0.0155183116076971 0 0.0195809672997846 0 0.0319795330988168 0.0603378921962993 0 0.0166666666666667
"insegnanti" 0 0.156158500878392 0 0 0 0 0 0
"intenzioni" 0.0310366232153942 0 0 0.0368459837877671 0 0.0402252614641995 0.0287976961843053 0
"libri" 0 0.0195198126097989 0.0391619345995692 0 0.0479692996482251 0.0201126307320998 0.0143988480921526 0
"limite" 0 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0.0431965442764579 0.0166666666666667
"m" 0.0310366232153942 0.0390396252195979 0.0391619345995692 0 0 0 0 0.0333333333333333
"maggioranza" 0.0620732464307883 0.0195198126097989 0 0 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"mediocrità" 0 0 0 0.0736919675755343 0 0 0.0575953923686105 0
"messa" 0.0155183116076971 0 0 0 0.0639590661976335 0.0201126307320998 0.0143988480921526 0.0166666666666667
"n" 0.0155183116076971 0 0.0195809672997846 0.0368459837877671 0.0159897665494084 0.0201126307320998 0.0143988480921526 0.0166666666666667
"necessario" 0.0620732464307883 0 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0 0.0166666666666667
"neocapitalismo" 0.0155183116076971 0 0 0.110537951363301 0 0 0.0143988480921526 0
"occhi" 0 0 0.0195809672997846 0.0368459837877671 0.0159897665494084 0.080450522928399 0 0
"ottenere" 0.0310366232153942 0.0585594378293968 0.0195809672997846 0 0 0 0.0143988480921526 0.0166666666666667
"partenza" 0.0310366232153942 0.0195198126097989 0.0391619345995692 0 0.0319795330988168 0 0.0143988480921526 0
"personale" 0.0155183116076971 0.0390396252195979 0 0.0184229918938836 0 0 0.0143988480921526 0.05
"produzione" 0.0155183116076971 0.0195198126097989 0 0 0.0639590661976335 0 0 0.0333333333333333
"prospettiva" 0 0.0195198126097989 0.0391619345995692 0.0552689756816507 0 0 0.0287976961843053 0
"prospettive" 0.0155183116076971 0.0195198126097989 0 0.0552689756816507 0.0319795330988168 0 0 0.0166666666666667
"prove" 0 0.0195198126097989 0.0391619345995692 0 0.0319795330988168 0 0.0143988480921526 0.0333333333333333
"questione" 0.0465549348230912 0.0390396252195979 0 0 0.0159897665494084 0 0 0.0333333333333333
"ricordare" 0.0155183116076971 0.0390396252195979 0 0 0.0159897665494084 0.0201126307320998 0.0287976961843053 0.0166666666666667
"risultati" 0 0.0195198126097989 0.0195809672997846 0.0368459837877671 0.0159897665494084 0 0.0287976961843053 0.0166666666666667
"saggio" 0.0310366232153942 0.0195198126097989 0 0 0.0159897665494084 0 0.0143988480921526 0.05
"scrittura" 0 0 0 0 0.111928365845859 0 0.0143988480921526 0
"simboli" 0 0 0 0 0.0639590661976335 0.0201126307320998 0 0.05
"solidarietà" 0.0310366232153942 0 0.0195809672997846 0.0368459837877671 0 0.0402252614641995 0 0.0166666666666667
"sorta" 0 0 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0.0719942404607631 0
"stesse" 0.0155183116076971 0 0 0.0184229918938836 0.0479692996482251 0 0.0143988480921526 0.0333333333333333
"superare" 0 0.0195198126097989 0.0391619345995692 0.0368459837877671 0.0159897665494084 0 0 0.0333333333333333
"tecnica" 0 0 0 0 0.0159897665494084 0 0 0.116666666666667
"temi" 0.0310366232153942 0.0195198126097989 0 0.0184229918938836 0.0159897665494084 0 0.0431965442764579 0
"tornare" 0 0.0780792504391958 0.0195809672997846 0 0.0319795330988168 0 0 0.0166666666666667
"tradizionali" 0.0155183116076971 0 0 0 0.0159897665494084 0 0.0719942404607631 0.0166666666666667
"ufficiale" 0.0310366232153942 0 0 0 0.0159897665494084 0.0201126307320998 0 0.0666666666666667
"vanno" 0.0155183116076971 0.0780792504391958 0 0 0.0479692996482251 0 0 0
"vecchi" 0 0.0390396252195979 0 0.0736919675755343 0.0159897665494084 0 0 0.0166666666666667
"vivere" 0.0155183116076971 0 0.0391619345995692 0.0368459837877671 0 0 0.0431965442764579 0
"anch" 0.0155183116076971 0 0 0.0184229918938836 0 0.0402252614641995 0.0143988480921526 0.0333333333333333
"aperto" 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0.0159897665494084 0.0603378921962993 0 0
"appare" 0 0 0 0 0.0479692996482251 0.0201126307320998 0.0287976961843053 0.0166666666666667
"aprile" 0.0155183116076971 0.0975990630489947 0 0.0184229918938836 0 0 0 0
"arresto" 0.0155183116076971 0.0390396252195979 0 0 0 0.0201126307320998 0 0.05
"assenza" 0 0 0.0195809672997846 0 0.0159897665494084 0 0.0575953923686105 0.0166666666666667
"atti" 0 0 0.0587429018993538 0.0184229918938836 0 0.0201126307320998 0.0287976961843053 0
"avventura" 0 0 0.0195809672997846 0.0552689756816507 0 0 0.0431965442764579 0
"breve" 0 0 0.0195809672997846 0.0184229918938836 0.0159897665494084 0.0201126307320998 0.0287976961843053 0.0166666666666667
"capire" 0.0155183116076971 0 0 0.0184229918938836 0.0479692996482251 0 0 0.0333333333333333
"causa" 0 0.0390396252195979 0.0195809672997846 0 0.0319795330988168 0.0201126307320998 0 0.0166666666666667
"certi" 0 0 0 0.0368459837877671 0 0.0201126307320998 0.0287976961843053 0.0333333333333333
"condizione" 0 0.0585594378293968 0.0195809672997846 0.0184229918938836 0 0 0.0143988480921526 0.0166666666666667
"considerare" 0.0310366232153942 0 0 0.0184229918938836 0.0159897665494084 0.0201126307320998 0.0287976961843053 0
"consulta" 0.10862818125388 0 0 0 0 0 0 0
"convinto" 0 0.0195198126097989 0 0.0184229918938836 0.0479692996482251 0 0.0143988480921526 0.0166666666666667
"coraggio" 0.0310366232153942 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0 0.0166666666666667
"corpo" 0 0 0.0195809672997846 0 0.0159897665494084 0 0.0575953923686105 0.0166666666666667
"corte" 0.0620732464307883 0 0.0587429018993538 0 0 0 0 0
"culturali" 0 0.0195198126097989 0 0 0.0639590661976335 0 0.0287976961843053 0
"defacqz" 0.0310366232153942 0 0 0.0921149594694178 0 0 0 0
"dentro" 0.0310366232153942 0 0 0.0368459837877671 0.0159897665494084 0 0 0.0333333333333333
"denuncia" 0.0155183116076971 0 0.0587429018993538 0 0.0319795330988168 0 0 0.0166666666666667
"devono" 0 0.0390396252195979 0 0.0184229918938836 0.0479692996482251 0 0.0143988480921526 0
"diretto" 0.0310366232153942 0 0 0.0184229918938836 0.0319795330988168 0 0 0.0333333333333333
"distrutta" 0 0 0 0.110537951363301 0 0 0 0.0166666666666667
"distruzione" 0.0310366232153942 0 0 0.0184229918938836 0 0.0603378921962993 0 0.0166666666666667
"diventare" 0.0155183116076971 0.0195198126097989 0 0 0.0319795330988168 0 0 0.05
"dovrà" 0.0310366232153942 0 0.0195809672997846 0.0368459837877671 0.0319795330988168 0 0 0
"ebrei" 0 0 0 0 0 0.140788415124698 0 0
"eppure" 0.0155183116076971 0 0.0391619345995692 0 0.0159897665494084 0 0.0143988480921526 0.0333333333333333
"esce" 0.0155183116076971 0 0.0587429018993538 0.0368459837877671 0 0.0201126307320998 0 0
"esigenze" 0 0.0585594378293968 0 0.0368459837877671 0.0159897665494084 0 0 0.0166666666666667
"esistono" 0 0.0585594378293968 0 0 0.0479692996482251 0 0.0143988480921526 0
"europa" 0.0155183116076971 0 0.0195809672997846 0.0368459837877671 0 0.0603378921962993 0 0
"evidentemente" 0 0.0390396252195979 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0 0.0333333333333333
"farà" 0.0310366232153942 0.0975990630489947 0 0 0 0 0 0
"fascista" 0.0310366232153942 0.0390396252195979 0.0391619345995692 0 0 0 0 0.0166666666666667
"fatta" 0.0310366232153942 0.0390396252195979 0.0391619345995692 0.0184229918938836 0 0 0 0
"figura" 0 0.0195198126097989 0 0.0184229918938836 0.0159897665494084 0.0402252614641995 0.0287976961843053 0
"fini" 0 0.0195198126097989 0.0195809672997846 0 0.0159897665494084 0.0201126307320998 0.0287976961843053 0.0166666666666667
"formula" 0.0775915580384854 0 0 0.0184229918938836 0.0159897665494084 0 0 0
"fuoco" 0.0620732464307883 0 0 0 0.0159897665494084 0.0402252614641995 0 0
"futuro" 0.0155183116076971 0.0195198126097989 0.0391619345995692 0.0368459837877671 0 0 0 0.0166666666666667
"giugno" 0 0.0195198126097989 0 0 0 0.0402252614641995 0 0.0666666666666667
"grazie" 0.0155183116076971 0.0195198126097989 0.0195809672997846 0 0.0479692996482251 0 0.0143988480921526 0
"ideologia" 0.0310366232153942 0 0.0195809672997846 0 0.0159897665494084 0 0.0287976961843053 0.0166666666666667
"ieri" 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0.0319795330988168 0.0402252614641995 0 0
"immagine" 0 0 0 0 0 0.0201126307320998 0.0863930885529158 0
"immagini" 0 0 0 0.0368459837877671 0 0 0.0575953923686105 0.0166666666666667
"inchiesta" 0.0310366232153942 0.0390396252195979 0.0391619345995692 0 0 0 0.0143988480921526 0
"inizio" 0.0310366232153942 0 0 0.0184229918938836 0 0 0.0431965442764579 0.0166666666666667
"letterari" 0.0155183116076971 0 0 0.0184229918938836 0.0319795330988168 0 0.0287976961843053 0.0166666666666667
"liberazione" 0.0310366232153942 0.0195198126097989 0.0195809672997846 0.0368459837877671 0.0159897665494084 0 0 0
"logica" 0 0 0.0195809672997846 0 0 0.0201126307320998 0.0143988480921526 0.0666666666666667
"lungo" 0.0155183116076971 0 0 0.0368459837877671 0.0159897665494084 0.0201126307320998 0.0143988480921526 0.0166666666666667
"mancanza" 0 0.0585594378293968 0 0.0552689756816507 0 0 0 0.0166666666666667
"messo" 0.0155183116076971 0 0.0195809672997846 0 0.0159897665494084 0 0.0287976961843053 0.0333333333333333
"mettere" 0.0155183116076971 0.0195198126097989 0.0195809672997846 0 0.0479692996482251 0.0201126307320998 0 0
"mezzi" 0.0155183116076971 0.0390396252195979 0.0195809672997846 0 0 0.0201126307320998 0.0287976961843053 0
"migliori" 0.0155183116076971 0.0390396252195979 0 0 0.0159897665494084 0.0402252614641995 0.0143988480921526 0
"militare" 0 0.0195198126097989 0 0 0 0.0402252614641995 0 0.0666666666666667
"modi" 0 0 0.0195809672997846 0 0.0159897665494084 0 0.0431965442764579 0.0333333333333333
"morto" 0.0155183116076971 0 0.0195809672997846 0.0552689756816507 0.0159897665494084 0.0201126307320998 0 0
"nasce" 0 0.0195198126097989 0.0391619345995692 0 0.0319795330988168 0.0201126307320998 0 0.0166666666666667
"naturalmente" 0 0 0.0195809672997846 0 0.0159897665494084 0.0402252614641995 0.0431965442764579 0
"neppure" 0 0.0195198126097989 0 0 0.0319795330988168 0.0402252614641995 0.0287976961843053 0
"notevole" 0.0310366232153942 0.0390396252195979 0 0 0 0 0 0.05
"notte" 0 0 0.0195809672997846 0 0 0 0 0.1
"organizzazione" 0 0.0195198126097989 0 0 0 0.0201126307320998 0 0.0833333333333333
"pace" 0.0155183116076971 0.0390396252195979 0 0 0 0.0603378921962993 0 0.0166666666666667
"parigi" 0.0620732464307883 0.0195198126097989 0.0195809672997846 0 0 0 0 0.0166666666666667
"partecipazione" 0.0310366232153942 0 0.0195809672997846 0.0552689756816507 0 0 0.0143988480921526 0
"partire" 0 0.0390396252195979 0.0391619345995692 0 0.0159897665494084 0 0.0143988480921526 0.0166666666666667
"pena" 0.0310366232153942 0.0390396252195979 0 0.0184229918938836 0.0159897665494084 0.0201126307320998 0 0
"pensare" 0.0465549348230912 0.0195198126097989 0 0 0.0159897665494084 0 0.0143988480921526 0.0166666666666667
"pericolo" 0.0310366232153942 0.0195198126097989 0.0195809672997846 0 0.0319795330988168 0 0.0143988480921526 0
"posizioni" 0.0620732464307883 0 0 0.0184229918938836 0.0159897665494084 0.0201126307320998 0 0
"poter" 0.0465549348230912 0.0195198126097989 0.0195809672997846 0 0 0.0201126307320998 0.0143988480921526 0
"prezzo" 0 0.0195198126097989 0.0195809672997846 0.0368459837877671 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"principio" 0.0310366232153942 0.0585594378293968 0 0 0.0319795330988168 0 0 0
"progresso" 0 0.0195198126097989 0 0 0.0319795330988168 0 0 0.0666666666666667
"quindici" 0.0155183116076971 0.0195198126097989 0 0 0.0639590661976335 0 0.0143988480921526 0
"recente" 0 0 0 0 0.0479692996482251 0 0.0431965442764579 0.0166666666666667
"riesce" 0 0.0195198126097989 0.0195809672997846 0 0.0319795330988168 0 0.0287976961843053 0.0166666666666667
"rifiuta" 0.0155183116076971 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"riforme" 0.0310366232153942 0 0 0.0736919675755343 0.0159897665494084 0 0 0
"rischio" 0 0.0195198126097989 0 0.0368459837877671 0.0159897665494084 0.0402252614641995 0.0143988480921526 0
"rivolta" 0 0.0195198126097989 0.0587429018993538 0 0.0159897665494084 0 0.0287976961843053 0
"san" 0 0 0 0 0 0 0 0.116666666666667
"scena" 0.0155183116076971 0 0.0195809672997846 0 0 0 0 0.0833333333333333
"scienza" 0 0 0.0587429018993538 0 0 0 0.0143988480921526 0.05
"scopo" 0 0.0195198126097989 0.0195809672997846 0 0.0479692996482251 0 0.0143988480921526 0.0166666666666667
"segni" 0 0 0 0 0.0319795330988168 0 0.0575953923686105 0.0166666666666667
"sera" 0 0.0195198126097989 0 0.0184229918938836 0.0159897665494084 0.0201126307320998 0 0.05
"simbolo" 0 0 0.0587429018993538 0 0.0319795330988168 0.0201126307320998 0.0143988480921526 0
"simile" 0 0 0.0195809672997846 0 0.0479692996482251 0 0.0431965442764579 0
"simon" 0 0 0 0.0184229918938836 0 0 0.0863930885529158 0
"sino" 0.0310366232153942 0 0.0391619345995692 0.0368459837877671 0 0 0 0.0166666666666667
"sostanzialmente" 0.0310366232153942 0 0.0195809672997846 0.0184229918938836 0 0.0201126307320998 0 0.0333333333333333
"specie" 0 0 0 0 0.0319795330988168 0.0201126307320998 0.0575953923686105 0
"speranza" 0.0155183116076971 0.0195198126097989 0.0195809672997846 0.0736919675755343 0 0 0 0
"sullo" 0.0310366232153942 0.0195198126097989 0 0 0 0 0.0287976961843053 0.0333333333333333
"titolo" 0.0155183116076971 0.0195198126097989 0.0195809672997846 0.0184229918938836 0 0 0.0143988480921526 0.0333333333333333
"tono" 0.0155183116076971 0 0.0195809672997846 0 0.0319795330988168 0.0201126307320998 0.0287976961843053 0
"ultimi" 0 0 0.0195809672997846 0.0368459837877671 0.0319795330988168 0 0.0287976961843053 0
"umanità" 0.0310366232153942 0 0 0.0184229918938836 0 0.0402252614641995 0.0143988480921526 0.0166666666666667
"unione" 0.0465549348230912 0.0390396252195979 0 0.0184229918938836 0 0.0201126307320998 0 0
"unità" 0 0 0 0.0368459837877671 0 0 0.0719942404607631 0
"uscire" 0 0 0 0.0368459837877671 0.0159897665494084 0 0.0575953923686105 0
"voce" 0 0 0.0391619345995692 0 0 0.080450522928399 0.0143988480921526 0
"voglio" 0.0310366232153942 0.0195198126097989 0 0 0.0479692996482251 0 0 0.0166666666666667
"wilson" 0 0 0 0.0552689756816507 0.0639590661976335 0 0 0
"zona" 0 0 0.0195809672997846 0 0.0479692996482251 0 0.0143988480921526 0.0333333333333333
"agire" 0.0310366232153942 0 0.0195809672997846 0 0.0479692996482251 0 0 0
"alternativa" 0.0465549348230912 0 0 0.0552689756816507 0 0 0 0
"amministrazione" 0.0310366232153942 0.0390396252195979 0 0.0184229918938836 0 0 0 0.0166666666666667
"ampia" 0 0.0390396252195979 0 0 0 0.0402252614641995 0.0143988480921526 0.0166666666666667
"anarchica" 0 0 0.0783238691991384 0 0.0319795330988168 0 0 0
"anima" 0 0.0195198126097989 0.0195809672997846 0 0 0.0201126307320998 0.0431965442764579 0
"anzitutto" 0.0155183116076971 0.0195198126097989 0.0391619345995692 0.0184229918938836 0.0159897665494084 0 0 0
"appelli" 0 0 0 0.0184229918938836 0 0.100563153660499 0 0
"appoggio" 0.0775915580384854 0 0 0 0 0 0.0143988480921526 0
"autori" 0 0 0 0.0184229918938836 0.0479692996482251 0 0.0287976961843053 0
"basterà" 0.0155183116076971 0.0390396252195979 0 0.0184229918938836 0.0159897665494084 0 0.0143988480921526 0
"bensì" 0 0.0195198126097989 0 0 0 0.0201126307320998 0.0431965442764579 0.0166666666666667
"borghese" 0 0.0195198126097989 0.0783238691991384 0.0184229918938836 0 0 0 0
"cambiare" 0 0 0 0.0184229918938836 0.0479692996482251 0.0201126307320998 0 0.0166666666666667
"capelloni" 0 0 0 0 0 0.0201126307320998 0 0.0833333333333333
"categoria" 0 0.0390396252195979 0 0 0.0319795330988168 0 0 0.0333333333333333
"cittadino" 0.0310366232153942 0.0390396252195979 0 0 0 0 0 0.0333333333333333
"colui" 0 0.0585594378293968 0 0 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"com" 0 0.0390396252195979 0 0 0.0479692996482251 0 0.0143988480921526 0
"conferma" 0 0 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0.0287976961843053 0.0166666666666667
"consapevolezza" 0 0 0.0195809672997846 0.0368459837877671 0.0479692996482251 0 0 0
"consiste" 0.0155183116076971 0.0195198126097989 0 0 0.0319795330988168 0 0.0143988480921526 0.0166666666666667
"contesto" 0 0 0 0 0.0319795330988168 0.0201126307320998 0.0287976961843053 0.0166666666666667
"costruzione" 0.0310366232153942 0.0195198126097989 0 0.0368459837877671 0 0 0 0.0166666666666667
"crea" 0 0.0195198126097989 0.0195809672997846 0 0 0 0.0431965442764579 0.0166666666666667
"crede" 0 0.0195198126097989 0.0391619345995692 0 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"credere" 0 0 0.0195809672997846 0 0.0479692996482251 0 0.0143988480921526 0.0166666666666667
"crisi" 0 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.0319795330988168 0.0201126307320998 0 0
"dallo" 0.0310366232153942 0.0195198126097989 0.0195809672997846 0 0.0159897665494084 0.0201126307320998 0 0
"dati" 0.0155183116076971 0.0195198126097989 0 0 0.0159897665494084 0 0.0287976961843053 0.0166666666666667
"decisamente" 0 0 0 0.0552689756816507 0.0319795330988168 0 0.0143988480921526 0
"democratiche" 0.0310366232153942 0 0 0.0736919675755343 0 0 0 0
"diceva" 0 0 0.0195809672997846 0.0368459837877671 0.0319795330988168 0 0.0143988480921526 0
"difendere" 0.0310366232153942 0 0.0391619345995692 0 0 0.0402252614641995 0 0
"diluvio" 0 0 0 0 0 0.120675784392599 0 0
"dimensione" 0 0.0195198126097989 0 0 0.0319795330988168 0 0.0431965442764579 0
"direzione" 0.0620732464307883 0 0 0.0184229918938836 0.0159897665494084 0 0 0
"dirigenti" 0.0620732464307883 0 0 0.0368459837877671 0 0 0 0
"eco" 0.0155183116076971 0 0 0 0 0 0.0719942404607631 0
"economico" 0 0.0195198126097989 0 0.0736919675755343 0 0 0 0.0166666666666667
"elemento" 0.0155183116076971 0 0 0 0.0159897665494084 0 0.0431965442764579 0.0166666666666667
"energia" 0 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0 0.0333333333333333
"equivoci" 0.0310366232153942 0 0 0.0368459837877671 0 0 0.0287976961843053 0
"esame" 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0.0319795330988168 0 0.0143988480921526 0
"esercito" 0.0465549348230912 0.0585594378293968 0 0 0 0 0 0
"esercizio" 0 0 0.0195809672997846 0 0.0479692996482251 0 0 0.0333333333333333
"et" 0 0 0 0 0.0799488327470419 0 0.0143988480921526 0
"evidente" 0.0310366232153942 0.0195198126097989 0.0195809672997846 0 0.0159897665494084 0 0.0143988480921526 0
"falso" 0 0 0 0 0.0639590661976335 0.0402252614641995 0 0
"fantasia" 0 0 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0.0287976961843053 0.0166666666666667
"farlo" 0.0310366232153942 0.0390396252195979 0 0.0184229918938836 0 0 0.0143988480921526 0
"fascismo" 0.0620732464307883 0 0 0.0368459837877671 0 0 0 0
"felice" 0.0155183116076971 0 0.0195809672997846 0 0 0.0201126307320998 0.0143988480921526 0.0333333333333333
"finita" 0.0155183116076971 0.0390396252195979 0 0.0184229918938836 0.0159897665494084 0 0 0.0166666666666667
"forme" 0.0155183116076971 0 0 0.0184229918938836 0 0.0201126307320998 0.0287976961843053 0.0166666666666667
"fossero" 0.0155183116076971 0.0585594378293968 0 0.0184229918938836 0 0.0201126307320998 0 0
"francisco" 0 0 0 0 0 0 0 0.1
"frase" 0.0620732464307883 0 0.0195809672997846 0 0 0 0.0143988480921526 0
"gesta" 0 0 0 0 0.0799488327470419 0.0201126307320998 0 0
"gruppi" 0.0155183116076971 0 0.0195809672997846 0.0552689756816507 0.0159897665494084 0 0 0
"guerre" 0.0310366232153942 0.0390396252195979 0 0 0 0.0402252614641995 0 0
"hippies" 0 0 0 0 0 0 0 0.1
"importanza" 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0 0 0.0143988480921526 0.0333333333333333
"impotenza" 0 0 0 0.0184229918938836 0 0.0603378921962993 0.0287976961843053 0
"incontro" 0.0310366232153942 0 0 0 0.0479692996482251 0 0.0143988480921526 0
"industriale" 0 0 0 0 0 0 0 0.1
"insegnamento" 0.0155183116076971 0 0 0 0.0159897665494084 0 0.0287976961843053 0.0333333333333333
"intellettuale" 0.0155183116076971 0 0.0391619345995692 0.0184229918938836 0.0159897665494084 0 0 0.0166666666666667
"intendo" 0.0155183116076971 0 0.0195809672997846 0.0368459837877671 0 0.0402252614641995 0 0
"intorno" 0 0.0390396252195979 0.0195809672997846 0 0.0479692996482251 0 0 0
"ironia" 0 0 0.0391619345995692 0.0368459837877671 0.0319795330988168 0 0 0
"joyce" 0 0 0.0195809672997846 0.0184229918938836 0 0.0201126307320998 0.0287976961843053 0.0166666666666667
"lampo" 0 0 0 0 0 0.100563153660499 0 0.0166666666666667
"lettera" 0.0310366232153942 0 0 0.0184229918938836 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"liberalismo" 0.0155183116076971 0 0.0391619345995692 0.0184229918938836 0 0.0402252614641995 0 0
"lingua" 0 0 0.0195809672997846 0.0184229918938836 0 0.0201126307320998 0.0431965442764579 0
"lsd" 0 0 0 0 0 0 0 0.1
"lunga" 0 0.0780792504391958 0 0.0184229918938836 0 0 0 0.0166666666666667
"maggio" 0.0155183116076971 0.0195198126097989 0 0 0 0.0603378921962993 0 0.0166666666666667
"maniera" 0 0.0195198126097989 0.0195809672997846 0 0.0479692996482251 0 0 0.0166666666666667
"manifesto" 0.0310366232153942 0 0 0.0184229918938836 0.0159897665494084 0.0402252614641995 0 0
"marx" 0.0155183116076971 0 0.0391619345995692 0.0184229918938836 0.0159897665494084 0.0201126307320998 0 0
"media" 0 0.0195198126097989 0 0 0.0319795330988168 0 0 0.05
"miei" 0.0465549348230912 0 0 0.0184229918938836 0 0.0402252614641995 0 0
"miseria" 0 0.0195198126097989 0.0195809672997846 0.0736919675755343 0 0 0 0
"moda" 0 0 0 0 0 0 0.0719942404607631 0.0166666666666667
"moravia" 0 0 0 0 0.0959385992964503 0 0 0
"mostra" 0.0310366232153942 0 0.0391619345995692 0.0368459837877671 0 0 0 0
"movimenti" 0.0155183116076971 0 0.0391619345995692 0 0 0 0 0.05
"musil" 0 0 0.117485803798708 0 0 0 0 0
"napoli" 0.0465549348230912 0 0 0.0184229918938836 0 0 0 0.0333333333333333
"nato" 0.0465549348230912 0.0195198126097989 0 0.0184229918938836 0 0 0 0.0166666666666667
"nemici" 0.0465549348230912 0.0195198126097989 0 0.0368459837877671 0 0 0 0
"odio" 0.0931098696461825 0 0 0 0 0 0 0
"offre" 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0.0319795330988168 0 0.0143988480921526 0
"pag" 0 0 0 0 0 0 0 0.1
"patria" 0 0.0780792504391958 0.0391619345995692 0 0 0 0 0
"perciò" 0.0155183116076971 0 0.0195809672997846 0.0184229918938836 0.0319795330988168 0 0 0.0166666666666667
"piccolo" 0 0.0390396252195979 0.0587429018993538 0 0 0 0.0143988480921526 0
"piena" 0.0465549348230912 0.0195198126097989 0.0195809672997846 0.0184229918938836 0 0 0 0
"pieno" 0 0.0390396252195979 0 0 0 0 0.0431965442764579 0.0166666666666667
"poche" 0 0.0195198126097989 0.0195809672997846 0 0.0159897665494084 0.0201126307320998 0.0143988480921526 0.0166666666666667
"poesia" 0.0155183116076971 0 0.0391619345995692 0 0.0319795330988168 0 0 0.0166666666666667
"pone" 0.0310366232153942 0 0 0 0.0159897665494084 0 0.0287976961843053 0.0166666666666667
"portato" 0 0.0195198126097989 0.0195809672997846 0 0 0 0.0287976961843053 0.0333333333333333
"posizione" 0.0310366232153942 0 0 0 0 0.0603378921962993 0.0143988480921526 0
"possibili" 0 0 0 0 0.0639590661976335 0 0.0287976961843053 0
"poteva" 0 0.0390396252195979 0 0 0 0.0603378921962993 0 0.0166666666666667
"protagonista" 0 0 0.0195809672997846 0 0.0159897665494084 0 0.0575953923686105 0
"psicologico" 0 0 0 0.0184229918938836 0 0 0.0719942404607631 0
"punti" 0.0155183116076971 0.0195198126097989 0.0195809672997846 0 0.0159897665494084 0 0.0143988480921526 0.0166666666666667
"purtroppo" 0.0155183116076971 0.0195198126097989 0.0391619345995692 0 0 0 0.0287976961843053 0
"qualsiasi" 0.0465549348230912 0.0390396252195979 0 0 0 0 0.0143988480921526 0
"qualunque" 0.0155183116076971 0.0390396252195979 0 0 0.0159897665494084 0 0 0.0333333333333333
"quotidiani" 0.0310366232153942 0 0 0 0.0319795330988168 0 0.0287976961843053 0
"racconti" 0 0 0.0195809672997846 0.0368459837877671 0.0319795330988168 0 0.0143988480921526 0
