"AIQP" "AIQU" "QP1" "QP2" "QP3" "QP4" "QU1" "QU2" "QU3" "QU4"
"detto" 0 0 0.10862818125388 0.0390396252195979 0.0391619345995692 0.0184229918938836 0.0159897665494084 0.080450522928399 0.0431965442764579 0
"ecc" 0 0 0.10862818125388 0 0.0783238691991384 0.128960943257185 0.0159897665494084 0 0.0143988480921526 0
"forse" 0 0.0176647235470765 0.0155183116076971 0.0195198126097989 0.0391619345995692 0.0368459837877671 0.0159897665494084 0.140788415124698 0.0431965442764579 0.0333333333333333
"globale" 0.256629597946963 0.070658894188306 0 0 0 0.0184229918938836 0 0 0 0
"infatti" 0 0 0.0310366232153942 0.0390396252195979 0 0.0184229918938836 0.0159897665494084 0.0201126307320998 0.172786177105832 0.0166666666666667
"letteraria" 0 0.105988341282459 0 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.127918132395267 0 0.0431965442764579 0
"limiti" 0 0.035329447094153 0.0310366232153942 0 0.117485803798708 0.0184229918938836 0.0799488327470419 0.0201126307320998 0.0143988480921526 0.0333333333333333
"lui" 0 0 0.0155183116076971 0.0390396252195979 0.0979048364989231 0.0552689756816507 0.0639590661976335 0.0201126307320998 0.0575953923686105 0
"maggiore" 0.102651839178785 0.070658894188306 0.0155183116076971 0.0975990630489947 0.0195809672997846 0.0368459837877671 0 0 0 0.0166666666666667
"partiti" 0.0171086398631309 0.0176647235470765 0.124146492861577 0.0195198126097989 0 0.110537951363301 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"popolo" 0 0.0176647235470765 0.0310366232153942 0.214717938707788 0 0 0 0.120675784392599 0 0
"rispetto" 0.0684345594525235 0 0.0155183116076971 0.0195198126097989 0.0391619345995692 0.0552689756816507 0.0159897665494084 0 0.100791936645068 0.0166666666666667
"sa" 0 0 0.0310366232153942 0.0195198126097989 0 0.0736919675755343 0.0799488327470419 0.0201126307320998 0.100791936645068 0
"umana" 0.0342172797262618 0.105988341282459 0.0155183116076971 0.0390396252195979 0 0.0184229918938836 0.0159897665494084 0.0201126307320998 0.0719942404607631 0.0166666666666667
"verità" 0.0342172797262618 0.123653064829535 0.0155183116076971 0 0.0783238691991384 0.0552689756816507 0.0319795330988168 0.0201126307320998 0 0
"vista" 0.0342172797262618 0.0176647235470765 0.0310366232153942 0 0 0.0184229918938836 0.0799488327470419 0.0201126307320998 0.100791936645068 0.0166666666666667
"avanti" 0.0855431993156544 0.035329447094153 0.0155183116076971 0.0390396252195979 0.0391619345995692 0.0921149594694178 0.0319795330988168 0 0 0
"basta" 0 0 0.0310366232153942 0.0585594378293968 0.0195809672997846 0.0368459837877671 0 0.0402252614641995 0.0287976961843053 0.116666666666667
"bisogna" 0 0 0.0931098696461825 0.0780792504391958 0 0.0736919675755343 0.0159897665494084 0 0.0575953923686105 0
"capacità" 0.119760479041916 0.035329447094153 0.0155183116076971 0.0195198126097989 0.0195809672997846 0.0736919675755343 0.0159897665494084 0.0201126307320998 0.0143988480921526 0
"compagni" 0.153977758768178 0 0.0465549348230912 0.0390396252195979 0 0.0736919675755343 0 0 0 0.0166666666666667
"coscienza" 0 0.0883236177353824 0 0 0.0195809672997846 0.0184229918938836 0.0319795330988168 0.0402252614641995 0.0431965442764579 0.0833333333333333
"famiglia" 0.0342172797262618 0 0 0.117118875658794 0 0.0368459837877671 0.0639590661976335 0.0201126307320998 0.0143988480921526 0.05
"fino" 0 0 0.0931098696461825 0.0585594378293968 0.0783238691991384 0.0368459837877671 0.0479692996482251 0 0 0.0166666666666667
"giorno" 0 0 0.0620732464307883 0.0390396252195979 0.0391619345995692 0.0368459837877671 0.0479692996482251 0.0201126307320998 0.0287976961843053 0.05
"mia" 0 0 0.0620732464307883 0.0390396252195979 0.0195809672997846 0.0552689756816507 0.0159897665494084 0.120675784392599 0 0.0333333333333333
"mio" 0 0 0.0775915580384854 0.0195198126097989 0.0979048364989231 0.0736919675755343 0 0.080450522928399 0 0
"no" 0 0 0.0310366232153942 0.0585594378293968 0.0391619345995692 0.0552689756816507 0.0319795330988168 0 0.0143988480921526 0.1
"opere" 0.102651839178785 0.035329447094153 0 0.0390396252195979 0.0391619345995692 0 0.0959385992964503 0 0.0143988480921526 0
"pace" 0.102651839178785 0.105988341282459 0.0155183116076971 0.0390396252195979 0 0 0 0.0603378921962993 0 0.0166666666666667
"progresso" 0.136869118905047 0.070658894188306 0 0.0195198126097989 0 0 0.0319795330988168 0 0 0.0666666666666667
"scrittori" 0.0855431993156544 0.070658894188306 0 0 0.0195809672997846 0.0184229918938836 0.0479692996482251 0 0.0719942404607631 0
"sotto" 0 0 0.0310366232153942 0.0390396252195979 0 0.0368459837877671 0.0319795330988168 0.0603378921962993 0.0431965442764579 0.0833333333333333
"speranza" 0.0684345594525235 0.141317788376612 0.0155183116076971 0.0195198126097989 0.0195809672997846 0.0736919675755343 0 0 0 0
"sull" 0.0513259195893926 0.070658894188306 0.0465549348230912 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.0159897665494084 0.0402252614641995 0.0287976961843053 0.0166666666666667
"vogliono" 0 0 0 0.234237751317587 0 0.0368459837877671 0 0.080450522928399 0 0.0166666666666667
"azione" 0.119760479041916 0.0176647235470765 0.0155183116076971 0 0.0391619345995692 0.0184229918938836 0 0 0.0431965442764579 0.05
"campo" 0.0684345594525235 0.105988341282459 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0.0159897665494084 0 0.0143988480921526 0.05
"comune" 0.0513259195893926 0 0.0155183116076971 0.0975990630489947 0.0391619345995692 0 0 0.0402252614641995 0.0431965442764579 0.0333333333333333
"costruire" 0.205303678357571 0.0529941706412295 0.0155183116076971 0 0 0 0.0159897665494084 0 0.0143988480921526 0
"diritti" 0.119760479041916 0.123653064829535 0.0155183116076971 0.0195198126097989 0 0 0 0 0.0143988480921526 0.0166666666666667
"diverse" 0.0684345594525235 0.0529941706412295 0.0465549348230912 0 0.0195809672997846 0 0.0319795330988168 0 0.0287976961843053 0.05
"esplorare" 0.18819503849444 0.105988341282459 0 0 0 0 0.0159897665494084 0 0 0
"essi" 0.0342172797262618 0.0176647235470765 0.0620732464307883 0.0390396252195979 0.0195809672997846 0.0368459837877671 0.0159897665494084 0.0402252614641995 0.0143988480921526 0.0333333333333333
"forma" 0.0342172797262618 0 0.0310366232153942 0 0.0195809672997846 0.0184229918938836 0.111928365845859 0 0.0431965442764579 0.0333333333333333
"forme" 0.102651839178785 0.105988341282459 0.0155183116076971 0 0 0.0184229918938836 0 0.0201126307320998 0.0287976961843053 0.0166666666666667
"luogo" 0 0.123653064829535 0.0310366232153942 0.0195198126097989 0 0.0184229918938836 0.0479692996482251 0 0.0431965442764579 0.0166666666666667
"me" 0 0 0.0775915580384854 0.0390396252195979 0.0587429018993538 0.0184229918938836 0.0319795330988168 0.0402252614641995 0.0287976961843053 0.0166666666666667
"migliore" 0.171086398631309 0.105988341282459 0 0 0 0 0 0 0 0.0333333333333333
"natura" 0.0171086398631309 0.0529941706412295 0 0.117118875658794 0.0195809672997846 0.0368459837877671 0 0 0.0287976961843053 0.05
"nessuno" 0.0171086398631309 0 0.0310366232153942 0.0585594378293968 0.0979048364989231 0 0.0479692996482251 0.0201126307320998 0.0143988480921526 0.0333333333333333
"ordine" 0.0171086398631309 0.035329447094153 0.0620732464307883 0.117118875658794 0 0.0184229918938836 0 0.0201126307320998 0.0143988480921526 0.0333333333333333
"pochi" 0 0 0.0310366232153942 0.0585594378293968 0.0195809672997846 0.0552689756816507 0.0159897665494084 0.0201126307320998 0.0287976961843053 0.0833333333333333
"potrà" 0.0342172797262618 0 0.0931098696461825 0.0195198126097989 0.0587429018993538 0.0368459837877671 0.0479692996482251 0 0.0143988480921526 0
"qualità" 0 0.035329447094153 0.0465549348230912 0 0.117485803798708 0 0 0.080450522928399 0.0287976961843053 0.0166666666666667
"questione" 0.0855431993156544 0.0883236177353824 0.0465549348230912 0.0390396252195979 0 0 0.0159897665494084 0 0 0.0333333333333333
"rapporto" 0.0684345594525235 0.0176647235470765 0 0 0.0391619345995692 0.0184229918938836 0.0479692996482251 0 0.0575953923686105 0.05
"regime" 0 0.0176647235470765 0.139664804469274 0 0.0195809672997846 0.0368459837877671 0.0639590661976335 0.0201126307320998 0 0
"sarà" 0 0 0.0620732464307883 0.0585594378293968 0.0195809672997846 0.0921149594694178 0 0.0402252614641995 0.0287976961843053 0.0166666666666667
"sé" 0.0171086398631309 0.035329447094153 0 0 0.0587429018993538 0.0184229918938836 0.0159897665494084 0.0201126307320998 0.100791936645068 0.0333333333333333
"significa" 0.0171086398631309 0.0176647235470765 0.0155183116076971 0.0195198126097989 0.0783238691991384 0 0.0959385992964503 0.0201126307320998 0.0431965442764579 0
"significato" 0.0684345594525235 0.0176647235470765 0.0155183116076971 0 0.0195809672997846 0 0.0319795330988168 0.0201126307320998 0.0863930885529158 0.0333333333333333
"stile" 0.0342172797262618 0 0.0155183116076971 0 0.0783238691991384 0.0736919675755343 0.0159897665494084 0.0402252614641995 0.0431965442764579 0.0166666666666667
"strumento" 0.102651839178785 0.141317788376612 0 0.0195198126097989 0 0 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"tempi" 0.0171086398631309 0.0176647235470765 0.0310366232153942 0.0780792504391958 0.0195809672997846 0.0184229918938836 0 0.0603378921962993 0.0575953923686105 0.0166666666666667
"vi" 0.0171086398631309 0 0.0465549348230912 0.0195198126097989 0.0391619345995692 0.0736919675755343 0.0479692996482251 0.0603378921962993 0.0143988480921526 0
"caso" 0 0 0.0310366232153942 0.0390396252195979 0.0195809672997846 0 0.0799488327470419 0.0402252614641995 0.0287976961843053 0.05
"collettivo" 0.0684345594525235 0 0 0 0 0 0.0159897665494084 0 0 0.2
"consapevolezza" 0.119760479041916 0.070658894188306 0 0 0.0195809672997846 0.0368459837877671 0.0479692996482251 0 0 0
"cruciale" 0.18819503849444 0.105988341282459 0 0 0 0 0 0 0 0
"dato" 0 0.0176647235470765 0.0620732464307883 0.0195198126097989 0.0391619345995692 0.0368459837877671 0.0639590661976335 0.0201126307320998 0.0287976961843053 0
"destra" 0 0 0.155183116076971 0 0.0195809672997846 0 0.0159897665494084 0.0603378921962993 0 0.0333333333333333
"digitale" 0.0684345594525235 0.229641406111994 0 0 0 0 0 0 0 0
"diritto" 0.0342172797262618 0.0529941706412295 0.0465549348230912 0.0195198126097989 0.0587429018993538 0 0.0159897665494084 0.0603378921962993 0 0.0166666666666667
"ecco" 0 0 0.0155183116076971 0 0.0783238691991384 0 0 0.100563153660499 0.0719942404607631 0.0333333333333333
"evoluzione" 0.0855431993156544 0.158982511923688 0 0 0.0391619345995692 0 0 0.0201126307320998 0 0
"figaro" 0 0 0 0 0.332876444096338 0 0 0 0 0
"fondo" 0 0.0176647235470765 0.0620732464307883 0.0390396252195979 0.0391619345995692 0.0552689756816507 0.0319795330988168 0.0201126307320998 0.0143988480921526 0.0166666666666667
"forze" 0 0.0176647235470765 0.155183116076971 0.0195198126097989 0 0.0184229918938836 0.0159897665494084 0 0 0.05
"francese" 0 0 0.124146492861577 0.0780792504391958 0 0 0 0.0201126307320998 0.0575953923686105 0
"idea" 0 0.0176647235470765 0 0 0.0195809672997846 0.0552689756816507 0.175887432043492 0.0201126307320998 0 0
"ipotesi" 0 0 0 0 0 0 0.175887432043492 0.0201126307320998 0.0719942404607631 0
"italiani" 0.0513259195893926 0.035329447094153 0.0620732464307883 0.0780792504391958 0 0.0184229918938836 0 0.0201126307320998 0 0.0333333333333333
"offre" 0.102651839178785 0.0883236177353824 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0.0319795330988168 0 0.0143988480921526 0
"poco" 0 0 0.0155183116076971 0.0780792504391958 0.0783238691991384 0 0 0.0603378921962993 0.0287976961843053 0.05
"radicale" 0 0.035329447094153 0.0931098696461825 0 0.0195809672997846 0.0184229918938836 0.0159897665494084 0.0201126307320998 0.0287976961843053 0.05
"resistenza" 0.0171086398631309 0.0529941706412295 0.0310366232153942 0.156158500878392 0 0.0184229918938836 0 0.0402252614641995 0 0
"responsabilità" 0.0855431993156544 0.0176647235470765 0.0310366232153942 0.0195198126097989 0 0.0552689756816507 0.0479692996482251 0.0201126307320998 0 0.0166666666666667
"riflessione" 0.222412318220701 0.0529941706412295 0 0 0.0195809672997846 0 0 0 0 0
"serie" 0.0171086398631309 0 0.0310366232153942 0.0585594378293968 0 0.0552689756816507 0.0319795330988168 0 0.0431965442764579 0.05
"spazio" 0 0.0529941706412295 0 0 0.0195809672997846 0 0.0959385992964503 0 0.0863930885529158 0.0166666666666667
"tipo" 0 0.0176647235470765 0.0310366232153942 0.0195198126097989 0.0391619345995692 0.0368459837877671 0.0799488327470419 0 0.0287976961843053 0.0333333333333333
"vale" 0 0 0.0310366232153942 0.0390396252195979 0.0587429018993538 0.0184229918938836 0.0479692996482251 0.0402252614641995 0.0431965442764579 0.0166666666666667
"alcune" 0 0 0 0 0.0587429018993538 0.0736919675755343 0.0639590661976335 0.0402252614641995 0.0287976961843053 0.0166666666666667
"appunto" 0 0 0.0155183116076971 0 0.0391619345995692 0 0.0479692996482251 0.0603378921962993 0.0863930885529158 0.0166666666666667
"attuale" 0.0684345594525235 0.0176647235470765 0.0465549348230912 0.0390396252195979 0.0391619345995692 0 0.0479692996482251 0 0 0.0166666666666667
"autore" 0 0 0 0 0.0979048364989231 0.0552689756816507 0.0319795330988168 0 0.0431965442764579 0.05
"avere" 0 0 0.0465549348230912 0.0780792504391958 0 0.0368459837877671 0.0639590661976335 0.0201126307320998 0.0287976961843053 0
"casa" 0.0171086398631309 0 0.0155183116076971 0.0780792504391958 0.0195809672997846 0.0921149594694178 0 0 0 0.0666666666666667
"cittadini" 0.0684345594525235 0.0176647235470765 0.0310366232153942 0.0585594378293968 0 0.0368459837877671 0 0.0201126307320998 0 0.05
"complessità" 0.153977758768178 0.105988341282459 0 0 0 0 0 0 0.0143988480921526 0
"complesso" 0.0513259195893926 0.035329447094153 0.0155183116076971 0.0390396252195979 0.0587429018993538 0.0184229918938836 0 0.0201126307320998 0.0287976961843053 0.0166666666666667
"cuore" 0.0513259195893926 0.0529941706412295 0.0155183116076971 0.0390396252195979 0.0195809672997846 0 0.0159897665494084 0.100563153660499 0 0
"dagli" 0.0171086398631309 0 0.0155183116076971 0 0 0.0368459837877671 0.0159897665494084 0.120675784392599 0 0.0833333333333333
"donna" 0 0 0 0.214717938707788 0.0391619345995692 0.0184229918938836 0 0.0201126307320998 0.0143988480921526 0
"esempio" 0.0342172797262618 0 0.0465549348230912 0.0195198126097989 0.0195809672997846 0.0552689756816507 0.0479692996482251 0 0.0287976961843053 0.0166666666666667
"finalmente" 0 0 0 0.0390396252195979 0.0195809672997846 0.0368459837877671 0.0159897665494084 0.080450522928399 0.0287976961843053 0.0666666666666667
"giorni" 0 0 0.0465549348230912 0.0390396252195979 0 0.0368459837877671 0.0479692996482251 0.100563153660499 0.0143988480921526 0
"livello" 0.0342172797262618 0 0 0 0.0195809672997846 0.0368459837877671 0.0319795330988168 0 0.115190784737221 0.0166666666666667
"morte" 0 0 0.0155183116076971 0.0585594378293968 0.0783238691991384 0.0552689756816507 0.0479692996482251 0 0.0287976961843053 0
"operai" 0 0.035329447094153 0.0931098696461825 0.0975990630489947 0 0.0184229918938836 0 0 0 0.0333333333333333
"operaio" 0 0 0.0775915580384854 0.0195198126097989 0 0.184229918938836 0 0 0 0
"possa" 0.0342172797262618 0.0176647235470765 0.0465549348230912 0.0390396252195979 0 0.0368459837877671 0.0479692996482251 0.0201126307320998 0.0143988480921526 0.0166666666666667
"presenza" 0 0.035329447094153 0.0310366232153942 0 0 0.0184229918938836 0.0159897665494084 0 0.129589632829374 0.0166666666666667
"sfida" 0.0855431993156544 0.176647235470765 0 0 0 0 0.0159897665494084 0 0 0
"sistema" 0.0171086398631309 0.0176647235470765 0.0465549348230912 0 0.0195809672997846 0.0368459837877671 0.0159897665494084 0 0.0143988480921526 0.1
"sopra" 0.0171086398631309 0 0.0465549348230912 0.0390396252195979 0 0.0184229918938836 0.0959385992964503 0.0201126307320998 0.0287976961843053 0
"strumenti" 0.0342172797262618 0.0883236177353824 0.0155183116076971 0 0.0195809672997846 0.0184229918938836 0.0319795330988168 0.0201126307320998 0.0143988480921526 0.0333333333333333
"strutture" 0.0171086398631309 0.0529941706412295 0.0775915580384854 0.0195198126097989 0 0.0184229918938836 0.0479692996482251 0 0.0143988480921526 0.0166666666666667
"tratta" 0 0 0.0465549348230912 0.0390396252195979 0.0391619345995692 0.110537951363301 0.0319795330988168 0 0.0143988480921526 0
"violenza" 0 0.035329447094153 0.0310366232153942 0.0390396252195979 0.0587429018993538 0 0.0319795330988168 0.0201126307320998 0.0143988480921526 0.05
"allo" 0.0342172797262618 0.0176647235470765 0.0155183116076971 0.0195198126097989 0.0783238691991384 0 0 0.0201126307320998 0.0287976961843053 0.05
"artisti" 0.171086398631309 0.0883236177353824 0 0 0 0 0 0 0 0
"atto" 0 0.035329447094153 0.0155183116076971 0.0195198126097989 0.0587429018993538 0.0368459837877671 0.0479692996482251 0 0.0287976961843053 0.0166666666666667
"b" 0 0 0.0155183116076971 0.0585594378293968 0.0391619345995692 0.0736919675755343 0.0159897665494084 0.0201126307320998 0 0.05
"chiaro" 0.0342172797262618 0 0.0465549348230912 0.0780792504391958 0.0195809672997846 0.0184229918938836 0.0159897665494084 0.0201126307320998 0 0.0333333333333333
"condizioni" 0.0171086398631309 0.0176647235470765 0.0310366232153942 0.0975990630489947 0.0391619345995692 0.0184229918938836 0.0159897665494084 0 0 0.0333333333333333
"conto" 0 0 0.0465549348230912 0.0195198126097989 0.0195809672997846 0.0552689756816507 0.0799488327470419 0 0.0287976961843053 0
"dare" 0.0171086398631309 0.0176647235470765 0.0310366232153942 0.0195198126097989 0.0195809672997846 0.0552689756816507 0.0479692996482251 0 0.0287976961843053 0.0166666666666667
"diventano" 0 0.194311959017841 0 0.0195198126097989 0 0.0552689756816507 0 0 0 0
"fine" 0 0.0529941706412295 0 0.0780792504391958 0.0587429018993538 0 0 0 0.0431965442764579 0.0333333333333333
"fondamentale" 0.153977758768178 0.070658894188306 0.0155183116076971 0 0 0 0.0159897665494084 0 0 0
"genere" 0.0684345594525235 0.0176647235470765 0.0155183116076971 0 0.0195809672997846 0.0368459837877671 0.0159897665494084 0.0402252614641995 0.0287976961843053 0.0166666666666667
"informazione" 0 0.070658894188306 0 0.0390396252195979 0 0 0.0319795330988168 0 0.0431965442764579 0.0666666666666667
"interno" 0.0342172797262618 0.0176647235470765 0.0465549348230912 0 0 0.0552689756816507 0.0319795330988168 0.0402252614641995 0.0143988480921526 0.0166666666666667
"legge" 0 0 0.0155183116076971 0.0975990630489947 0.0195809672997846 0.0184229918938836 0.0159897665494084 0.0201126307320998 0.0143988480921526 0.0666666666666667
"morale" 0.0171086398631309 0 0.0465549348230912 0.0585594378293968 0.0195809672997846 0.0184229918938836 0.0159897665494084 0.080450522928399 0.0143988480921526 0
"nello" 0 0 0.0310366232153942 0.0390396252195979 0.0391619345995692 0 0.0319795330988168 0.0201126307320998 0.0287976961843053 0.0666666666666667
"pensiero" 0.0342172797262618 0.141317788376612 0 0.0195198126097989 0.0195809672997846 0 0.0159897665494084 0.0201126307320998 0 0.0166666666666667
"potrebbe" 0 0.0176647235470765 0.0155183116076971 0.0195198126097989 0.0391619345995692 0.0184229918938836 0.0639590661976335 0 0.0431965442764579 0.0333333333333333
"quell" 0 0 0 0.0390396252195979 0.0195809672997846 0 0.0479692996482251 0.0201126307320998 0.0863930885529158 0.0333333333333333
"quest" 0 0.0176647235470765 0.0310366232153942 0.0585594378293968 0.0195809672997846 0.0184229918938836 0.0319795330988168 0 0.0575953923686105 0.0166666666666667
"resta" 0 0 0.0465549348230912 0.0390396252195979 0.0195809672997846 0.0184229918938836 0.0159897665494084 0.0201126307320998 0.0863930885529158 0
"sarebbe" 0 0.0176647235470765 0.0465549348230912 0.0195198126097989 0 0.0368459837877671 0.0319795330988168 0.0603378921962993 0.0143988480921526 0.0333333333333333
"socialisti" 0 0 0.155183116076971 0 0 0.0921149594694178 0 0 0 0
"spettacolo" 0 0 0 0 0.0195809672997846 0.0368459837877671 0 0 0 0.2
"spirito" 0.0513259195893926 0.035329447094153 0.0775915580384854 0.0195198126097989 0.0783238691991384 0 0 0 0 0
"storie" 0.0855431993156544 0.105988341282459 0 0 0 0 0.0319795330988168 0 0.0287976961843053 0
"strada" 0.0684345594525235 0.0176647235470765 0.0155183116076971 0.0195198126097989 0.0587429018993538 0.0368459837877671 0.0319795330988168 0 0 0.0166666666666667
"struttura" 0 0 0.0620732464307883 0 0 0.0184229918938836 0.0159897665494084 0 0.0719942404607631 0.0666666666666667
"tali" 0.0342172797262618 0 0.0155183116076971 0.0195198126097989 0.0391619345995692 0 0.0319795330988168 0 0.0575953923686105 0.05
"tre" 0 0 0 0.0585594378293968 0.0587429018993538 0.0184229918938836 0.0319795330988168 0 0.0575953923686105 0.0333333333333333
"valore" 0 0.0176647235470765 0.0310366232153942 0.0195198126097989 0.0587429018993538 0.0368459837877671 0.0799488327470419 0.0201126307320998 0 0
"visione" 0.171086398631309 0.070658894188306 0 0 0 0 0.0159897665494084 0 0 0
"abbastanza" 0 0 0.0310366232153942 0.0195198126097989 0.0783238691991384 0.0368459837877671 0 0.0402252614641995 0.0287976961843053 0.0166666666666667
"almeno" 0 0 0 0.0390396252195979 0.0195809672997846 0.110537951363301 0 0.0402252614641995 0.0143988480921526 0.0333333333333333
"amici" 0 0 0.0155183116076971 0.0585594378293968 0.0195809672997846 0.147383935151069 0 0.0201126307320998 0 0
"coraggio" 0.0855431993156544 0.035329447094153 0.0310366232153942 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0 0.0166666666666667
"dc" 0 0 0.217256362507759 0 0 0 0 0 0 0
"difesa" 0.0171086398631309 0.035329447094153 0.0620732464307883 0.0585594378293968 0.0195809672997846 0.0184229918938836 0 0.0402252614641995 0 0
"diversità" 0.119760479041916 0.105988341282459 0.0155183116076971 0 0 0 0 0 0 0
"economica" 0.0855431993156544 0 0 0.0390396252195979 0.0391619345995692 0.0736919675755343 0 0.0201126307320998 0 0
"educazione" 0.0855431993156544 0.0883236177353824 0 0.0585594378293968 0 0 0 0 0 0.0166666666666667
"fame" 0.0171086398631309 0 0 0.0585594378293968 0.0195809672997846 0.0552689756816507 0.0479692996482251 0 0.0143988480921526 0.0333333333333333
"fuori" 0 0 0.0620732464307883 0.0195198126097989 0.0391619345995692 0.0368459837877671 0.0319795330988168 0.0201126307320998 0 0.0333333333333333
"letterario" 0 0.035329447094153 0 0.0390396252195979 0 0.0368459837877671 0.0799488327470419 0.0402252614641995 0.0143988480921526 0
"lettore" 0.0171086398631309 0.0176647235470765 0 0 0 0.0184229918938836 0.111928365845859 0 0.0287976961843053 0.0333333333333333
"lettura" 0 0 0 0.117118875658794 0.0195809672997846 0 0.0799488327470419 0 0.0143988480921526 0.0166666666666667
"libero" 0.0171086398631309 0.0176647235470765 0 0.0780792504391958 0.0195809672997846 0.0552689756816507 0.0159897665494084 0.0201126307320998 0.0143988480921526 0.0166666666666667
"media" 0 0.141317788376612 0 0.0195198126097989 0 0 0.0319795330988168 0 0 0.05
"occorre" 0 0 0.0775915580384854 0.0195198126097989 0.0195809672997846 0.0552689756816507 0.0479692996482251 0.0201126307320998 0 0
"pasolini" 0.0342172797262618 0 0 0 0.195809672997846 0 0 0 0.0287976961843053 0
"paura" 0 0.0176647235470765 0.0155183116076971 0.0390396252195979 0.0391619345995692 0.0736919675755343 0 0 0.0143988480921526 0.05
"presente" 0 0.035329447094153 0.0310366232153942 0.0195198126097989 0.0391619345995692 0.0552689756816507 0 0 0.0431965442764579 0.0166666666666667
"proposito" 0 0 0 0.0780792504391958 0.0195809672997846 0.0368459837877671 0.0479692996482251 0.0201126307320998 0.0287976961843053 0.0166666666666667
"pure" 0 0 0.0155183116076971 0 0.0587429018993538 0.0552689756816507 0.0319795330988168 0.0402252614641995 0.0287976961843053 0.0166666666666667
"quindici" 0 0.123653064829535 0.0155183116076971 0.0195198126097989 0 0 0.0639590661976335 0 0.0143988480921526 0
"scelta" 0 0.0176647235470765 0.0775915580384854 0.0390396252195979 0.0391619345995692 0.0368459837877671 0 0.0201126307320998 0.0143988480921526 0
"semplice" 0.0342172797262618 0.035329447094153 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0.0319795330988168 0.0201126307320998 0.0143988480921526 0.05
"stampa" 0 0.070658894188306 0.0465549348230912 0 0 0.0184229918938836 0.0159897665494084 0.0603378921962993 0 0.0333333333333333
"subito" 0 0 0 0.0195198126097989 0.0587429018993538 0.0368459837877671 0 0.120675784392599 0.0143988480921526 0.0166666666666667
"tecnologia" 0.119760479041916 0.105988341282459 0 0 0 0 0 0.0201126307320998 0 0
"tradizione" 0.102651839178785 0.035329447094153 0.0155183116076971 0 0 0 0.0159897665494084 0.0603378921962993 0.0143988480921526 0
"tu" 0 0 0.0775915580384854 0 0.0195809672997846 0.0184229918938836 0 0.120675784392599 0 0.0166666666666667
"umanità" 0.0513259195893926 0.070658894188306 0.0310366232153942 0 0 0.0184229918938836 0 0.0402252614641995 0.0143988480921526 0.0166666666666667
"uomini" 0 0 0.0465549348230912 0.0780792504391958 0.0195809672997846 0.0368459837877671 0.0159897665494084 0.0402252614641995 0 0.0166666666666667
"valori" 0.0171086398631309 0.070658894188306 0 0 0.0195809672997846 0.0736919675755343 0.0319795330988168 0 0.0287976961843053 0
"vengono" 0.0171086398631309 0 0.0155183116076971 0.0780792504391958 0.0195809672997846 0 0.0159897665494084 0.0201126307320998 0.0143988480921526 0.0666666666666667
"voci" 0.0342172797262618 0.176647235470765 0 0 0 0 0 0 0 0.0333333333333333
"volontà" 0 0 0.0620732464307883 0 0 0.0368459837877671 0.0639590661976335 0.0402252614641995 0.0143988480921526 0.0166666666666667
"aperto" 0.0342172797262618 0.070658894188306 0.0155183116076971 0.0195198126097989 0 0.0184229918938836 0.0159897665494084 0.0603378921962993 0 0
"atteggiamento" 0.0171086398631309 0 0 0.0195198126097989 0 0.0368459837877671 0.0479692996482251 0.0201126307320998 0.0287976961843053 0.05
"attività" 0 0 0.0310366232153942 0.0975990630489947 0 0 0.0479692996482251 0 0 0.05
"base" 0 0.0176647235470765 0.0155183116076971 0.0195198126097989 0.0587429018993538 0.0184229918938836 0.0159897665494084 0 0.0287976961843053 0.05
"bisogno" 0.0171086398631309 0 0.0465549348230912 0.0585594378293968 0 0.0368459837877671 0 0 0.0143988480921526 0.05
"città" 0.0171086398631309 0.0176647235470765 0.0465549348230912 0.0390396252195979 0.0587429018993538 0.0184229918938836 0 0 0 0.0333333333333333
"compito" 0.0513259195893926 0.0883236177353824 0.0155183116076971 0 0 0 0.0479692996482251 0 0.0143988480921526 0
"costante" 0.102651839178785 0.0529941706412295 0.0155183116076971 0 0.0391619345995692 0 0 0 0.0143988480921526 0
"diventare" 0.0513259195893926 0.0529941706412295 0.0155183116076971 0.0195198126097989 0 0 0.0319795330988168 0 0 0.05
"diversi" 0 0 0 0 0.0195809672997846 0.0368459837877671 0.0159897665494084 0.0201126307320998 0.0719942404607631 0.05
"elementi" 0 0 0 0.0195198126097989 0.0195809672997846 0.0184229918938836 0.0159897665494084 0 0.0575953923686105 0.0833333333333333
"erano" 0 0 0.0620732464307883 0.0195198126097989 0 0 0 0.120675784392599 0 0.0333333333333333
"esiste" 0 0 0 0 0.0195809672997846 0.0368459837877671 0.0799488327470419 0 0.0575953923686105 0.0166666666666667
"essenziale" 0.171086398631309 0 0.0155183116076971 0 0 0 0.0159897665494084 0 0 0.0166666666666667
